CNES;name;IBGE_city_code
5616794;UBS POVOADO CAXIRIMBU;210300
5617197;UNIDADE BASICA DE SAUDE CANTO ESCURO;231380
5617219;UBS FRANCISCO CANINDE FERREIRA;240800
5548535;UNIDADE DE SAUDE DA FAMILIA DE NOVO HORIZONTE;150820
5617332;UBS MALVINAS III EQUIPE II;250400
5617553;UBSF UNIVERSITARIO RODOVIARIA;260120
5618312;CENTRO DE SAUDE PADRE JOAQUIM MAIA;310620
5618851;UNID PSF II PARTEIRA ELITA DANTAS;240240
5618878;UNID PSF III AMARO FLORENCIO DANTAS;240240
5619084;UNIDADE DE SAUDE SEBASTIAO MACIEL;315053
5619149;UNIDADE DE SAUDE JOSE ESTEVES FURTADO;310440
5620007;UNIDADE DE SAUDE BAIRRO NOSSA SENHORA DAS GRACAS;430140
5620155;UNIDADE DE SAUDE DA FAMILIA DR MASSAMI TASHIRO;350580
5620287;SMS CF AGENOR DE MIRANDA ARAUJO NETO AP 52;330455
5620473;UBS IRMA CARMELITA LOCATELLI;210050
5621267;UBS JARDIM FLOR DE MAIO;355030
5620295;UBS DOM AVELAR;290650
5620341;UBS JARDIM MAGDALENA;355030
5621801;SMS CSE LAPA AP 10;330455
5622476;USF OLARIA PSF;352720
5623677;U S F AUREO MEIRA;292050
5623979;UNIDADE BASICA DE SAUDE NAZARE RODRIGUES;171820
5624266;UNIDADE SAUDE DA FAMILIA REGINALDO NARCISO DE V ROMARIZ;150220
5624878;UNIDADE DO PSF DO SAO JOAO;292360
5625076;CLINICA DA FAMILIA NOVA BRASILIA;330350
5625335;CENTRO DE SAUDE NICOLAU MADUREIRA;130280
5625351;CENTRO DE SAUDE CRISTIANO TRAMONTINE;130280
5625378;CENTRO DE SAUDE SAO JOAO;130280
5625947;UNIDADE BASICA DE SAUDE PORTO DA ALDEIA;330520
5626048;UNIDADE DE SAUDE DA FAMILIA DO CURUA VELHO;150285
5626676;UNIDADE DE SAUDE DA FAMILIA VALDETE DE CARVALHO ABREU;292590
5627087;CENTRO DE SAUDE PROF MARIA DOLORES DE ARAUJO RAMOS;251445
5627117;POSTO DE SAUDE DE PATU EDNILSON ALEXANDRE DE PAIVA;251445
5627265;PSF RURAL GRACIANO;313950
5553741;UAPS EUSTAQUIO DE QUEIROZ;315120
5628075;ESF SANTA MARIA;411930
5627664;UBS DOCA REGO;210420
5628474;PENITENCIARIA ESTADUAL DE GUARAPUAVA UNIDADE DE PROGRESSAO;410940
2768828;UNIDADE DE SAUDE DA FAMILIA PSF VIII;521308
5629500;UNIDADE BASICA DE SAUDE CUSTODIO ALVES G A DE OLIVEIRA;330023
5629659;UNIDADE BASICA DE SAUDE DA FAMILIA LINHA DA SERRA;230510
5630460;POSTO DE SAUDE ALCIDES COELHO ESPINDOLA;210280
5631270;UNIDADE DE SAUDE DA FAMILIA VII LAERCIO BARBALHO;150613
5631335;UNIDADE DE SAUDE DA FAMILIA JOQUEI CLUBE;522185
5631475;CLINICA DA FAMILIA DOM BOSCO;330350
5632285;UNIDADE DE SAUDE DA FAMILIA IV OLIVEIROS VIEIRA LEITE JR;510730
5633508;UNIDADE DE SAUDE DA FAMILIA TERREIRO DE JESUS;292740
5633931;PSF 3 LEIMANN;430900
5587921;PSF III;520180
5634040;UBS AVELINO LOPES;220110
5635241;CLINICA DA FAMILIA FIGUEIRA;330350
5635365;PROGRAMA DE SAUDE DA FAMILIA SAGRADO CORACAO DE JESUS;311550
5637678;ESF CENTRO;355360
5636876;UBS DR ALVARO DE OLIVEIRA PAIVA JARDIM PAIVA;354340
5637465;USF NOSSA SENHORA DE FATIMA;292400
5646464;PSF PLANALTO;310450
5653215;USF FERNANDO JOSE MARINI PQ IMPERIAL;353180
5653142;UNIDADE DE SAUDE DA FAMILIA JARDIM LIBERDADE;522045
5653177;UNIDADE DE SAUDE DA FAMILIA VII TRIUNFO;150730
5653193;SMSDC CMS ILHA DE GUARATIBA AP 52;330455
5653223;USF GENIL LISBOA DE ALMEIDA JD PROGRESSO;353180
5653304;US 346 USF ALTO DA JAQUEIRA;261160
5653231;USF HIGOR CESAR RAMOS CAMARGO JD STO ANTONIO;353180
5654009;UNIDADE DE SAUDE DA FAMILIA DA SEDE I;292265
7575696;EMAD MORADA NOVA;230870
5654343;CENTRO DE SAUDE DR PEDRO BARROSO;211223
5654483;UBSF BELARMINA NUNES DOURADO;291835
5654548;ESF DR NEWTON CUCOLICCHIO;355340
3020630;POSTO DE SAUDE DA FAMILIA IPIRANGA;220550
5654955;UBS VALMIR PEREIRA DE SOUZA;510835
5655730;PSF VILA DOS PASSAROS TARUMA;355395
5655935;USF 11 NOSSA SENHORA DO O III;260720
5656109;UNIDADE DE SAUDE DA FAMILIA SANTO ELIAS;330285
5656443;USF BOM JESUS DA LAPA;292595
5656672;UNIDADE SAUDE DA FAMILIA WILMA RIBEIRO MACHADO;520470
5656893;US 347 USF PARQUE DO MILAGRE;261160
765171;PMM U B S PADRE RAUL MATTE;160030
5657253;UNIDADE DE SAUDE DA FAMILIA ALFREDO CEZARIANO DE SOUZA;150805
5657326;USF DRA JOCELINA SILVA GOMES;291450
5657512;ESF SAO PEDRO;500570
5657563;UNIDADE SAUDE DA FAMILIA DA TIJUCA;150580
5657857;UBS ANTONIO MODESTO DA SILVA UIRAPURU FERNANDOPOLIS;351550
5658969;ODONTOCLIN E CARDIOCLIN SERVICOS ESPECIALIZADOS;261560
5659418;UBS JOSE ITAMIRAN JACINTO DE OLIVEIRA;241020
5659426;UBS DA FAMILIA III;241150
5659523;UBS AMERICO POSSARI JARDIM PARAISO FERNANDOPOLIS;351550
5659884;UNIDADE DE SAUDE DA FAMILIA EPAMINONDAS ARCANJO NASCIMENTO;292510
5659876;UNIDADE DE SAUDE DA FAMILIA NEUMIR PEREIRA E SILVA;292510
5659973;PSF DO CRUZEIRO DR JUDAS TADEU DE SOUZA RIOS;260640
5660661;UNIDADE BASICA DE SAUDE MOACYR ELIAS FADEL;410490
5661668;UBS ADONIAS TEODORO RODRIGUES BARACHO FILHO;240080
5662370;POSTO DE SAUDE SANTISSIMA TRINDADE;330390
5662400;CENTRO DE SAUDE DA FAMILIA VER FELIZARDO PARENTE DE AGUIAR;230400
5662516;UNIDADE BASICA DE SAUDE DE CAICARA;520753
5662524;ESF JACARANDA;320332
5662664;07 UBS ITAPERUBU;240420
5662699;UBS VILA MARIANA DIOGO NOMURA;355030
5663482;UNIDADE DE SAUDE DA FAMILIA JACUTINGA;330285
5663644;UAPS MANOEL GOMES DA SILVA TOCO;230370
5665329;USF 05 CLEANE MARIA DE MEDEIROS;220850
5666317;UBS MARTA LOPES FERREIRA;241260
5666538;UNIDADE DE SAUDE DA FAMILIA YOYO LAUREANO;251080
5667313;USF DO FEIRA IX I;291080
5667402;USF DA EXPANSAO DO FEIRA IX II;291080
5667771;POSTO DE SAUDE VANIA MENEZES DE VASCONCELOS;270110
4069676;UNIDADE BASICA DE SAUDE ESF DIVINEIA II;317040
5670357;SMS CMS VILA DO CEU AP 52;330455
5670446;UBS DR MARIA ZILDA;240170
5670616;ESF ANTONIO TADEU PEDRO LIMA;260915
2769247;UNID DE SAUDE DA FAMILIA PSF III;521308
5671477;UNIDADE BASICA DE SAUDE DA FAMILIA ENF ROMULO PAZINATO;411990
5672198;UNIDADE DE SAUDE DA FAMILIA DE CAJI VIDA NOVA;291920
5672228;PSF PAULO GONCALVES LAGE;315990
5672341;SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE;500270
5673372;UNIDADE BASICA DE SAUDE CHIQUINHO NABICA;150210
5673666;USF MORRO JOSE MENINO;354850
5674468;PSF MONTE ALEGRE;260420
5674700;CENTRO DE SAUDE DE FIICOLANDIA;520082
5674603;UBSF GERALDO PARAVENTE;291835
5674611;UBSF IDALINA ALVES DOURADO;291835
5674735;UNIDADE SAUDE DA FAMILIA DO BURITI;510677
5674867;UNIDADE DE SAUDE DA FAMILIA DE VARZEA DO POCO;292525
5674875;UNIDADE DE SAUDE DA FAMILIA DE NOVA REPRESA;292525
5675243;UNIDADE BASICA DE SAUDE DA FAMILIA DR CYRO DE LIMA GARCIA;411990
5676398;ESF ANA PAULINA DE MEDEIROS;240110
5677254;UNIDADE DE SAUDE DA FAMILIA RIACHO;290210
5677262;UNIDADE DE SAUDE DA FAMILIA BOMBINHA;290210
5677467;ESF DA VILA AMERICA;500220
5677769;USF DR JOSE SOBRINHO;291640
5677599;PSF XVII JARDIM ARARAS;510025
5678129;UNIDADE DE SAUDE DA FAMILIA PALHANO;310900
510211;POSTO DE SAUDE BUCAL ESCOLA MUNICIPAL DEMOSTENES CRISTINO;521010
5678757;UNIDADE BASICA DE SAUDE PADRE FRANCO SIRIGATT;210970
5678765;UBS SAUDE SAO JOSE;211260
5679079;USF SOCORRO;260790
5679842;PSF ENCHE CONCHA;150195
5680484;UBS BENEDITA MARIA DE CAMARGO;355645
5680557;UNIDADE DE SAUDE DA FAMILIA DR MANOEL VALENTE;150220
5680697;UNIDADE DE SAUDE DA FAMILIA TABOCA;270260
5680980;U S F VALDOMIRO BRITO DO AMPARO;291270
5681383;ESTRATEGIA DE SAUDE DA FAMILIA NOVA ANGRA;330010
5681820;CENTRO DE REFERENCIA EM SAUDE DO HOMEM;260790
5682460;UBS MORADA NOVA;240020
5682665;ESTRATEGIA DE SAUDE DA FAMILIA DO GUADALUPE;150275
5682606;UNIDADE DE SAUDE DA FAMILIA DO CRUZEIRO;330023
5682886;UBS VILA ZIZI;211280
5683173;USF HELIOPOLIS I;260600
5683238;UNIDADE BASICA DE SAUDE DA FAMILIA ROSANGELA PEREIRA SILVA;500660
5683262;USF JOSE MARIA DOURADO;260600
5683386;UNIDADE BASICA DE SAUDE DA FAMILIA AURELIANO DURE;500795
5683882;USF ANTONIO SAMPAIO BRITO;292960
5683823;UNIDADE DE PSF V AMPERE;410100
5685486;ESF SAO JORGE;432150
5687624;USF GRANVILLE;430920
5688876;UNIDADE SANITARIA ELIAS BRAGATTO;320250
5688337;ESF FATIMA 3;291560
2784661;UNIDADE BASICA DE SAUDE VITALINA GENTIL DOS SANTOS;110030
5688892;PIG PENITENCIARIA INDUSTRIAL DE GUARAPUAVA;410940
5688906;UNIDADE DE SAUDE DE FAMILIA V BELA VISTA;150034
5689694;UBSF DR CARLOS ROBERTO RIET VARGAS;431560
5689708;UBSF ACS EVANILDE NOGUEIRA;431560
5689465;ESF BAIRRO CHICO MIRANDA DE LAGOA DA PRATA;313720
5690439;UNIDADE BASICA DE SAUDE DE ENGENHEIRO GUTIERREZ;411070
5691079;2 POSTO SAUDE DA FAMILIA NASSIMA BUSSADA ROMERO;350520
5691109;UNIDADE DE SAUDE DA FAMILIA CENTRO;353850
5691443;ESF NOVA PALESTINA;150495
5692156;USF NOVO HORIZONTE;150495
5692628;UBS MANOEL FERNANDES MARQUES;230090
5694329;POSTO DE SAUDE DA FAMILIA JARDILINO DOS SANTOS BOMFIM;292620
5695511;UNIDADE DE SAUDE DA FAMILIA ANHANGUERA C;522185
5695813;UBS JARDIM MARACA;355030
5695821;UNIDADE BASICA DE VILA MARIA;240450
5695880;UNIDADE DE SAUDE DA FAMILIA APONIA;110020
5696046;PROGRAMA DA SAUDE DA FAMILIA;430187
5695805;UBS IV GUARANI;240530
5696232;UNIDADE BASICA DE SAUDE JUSCELINO II;330285
5696410;CENTRO DE SAUDE JOSE FERREIRA SOARES;314467
5696909;UNIDADE SAUDE DA FAMILIA CASTRO ALVES;292800
5696976;CENTRO DE SAUDE DA FAMILIA ENOCA RAMOS;230610
5697573;USF DE MUNDOCA FREITAS;210630
5698235;UBS ANTONIO COLIVAN;315213
5698278;ESTRATEGIA DE SAUDE DA FAMILIA ENCRUZO DA ENSEADA;330010
5698243;ESF BELA VISTA BARREIRO;312510
5699037;UNIDADE DE SAUDE MONSENHOR HORTA;312980
5699177;ESF MONTE VERDE UBS EMILIA LEIASMEIER GRIMBERG;311050
5699312;UNIDADE DE SAUDE DA FAMILIA PARQUE MILENIO DESCALVADO;351370
5698979;UNIDADE BASICA DE SAUDE DO AEROPORTO;210170
5699606;UNIDADE DE SAUDE DA FAMILIA DR MANOEL A PINHEIRO;290840
5700175;UBS MARGARIDA TEIXEIRA;211180
5700183;UBS SALTO;211180
5700205;UBS OZIEL PEREIRA;211180
5700752;ESTRATEGIA SAUDE DA FAMILIA ALTO BOA ESPERANCA;320380
5700779;ESTRATEGIA DA SAUDE DA FAMILIA SAO PEDRO;320380
5700736;PRONTO ATENDIMENTO SETIMO FORMAGIO;350050
5700787;ESTRATEGIA SAUDE DA FAMILIA BABILONIA;320380
5701104;UMS HIGIENOPOLIS;410690
5701287;UBS AEROPORTO;220230
5701368;UNIDADE BASICA DE SAUDE JOSE RIBEIRO DINIZ;250160
5701686;ESTRATEGIA SAUDE DA FAMILIA DA GRAMA;313690
5701724;USF ANTONIO GALLO;354070
5702224;PSF III VARGEM ALEGRE;317057
5702267;UBASF DA VILA SAO MARCOS;230945
5702445;UNIDADE DE SAUDE DA FAMILIA FERNANDO SALES DOS SANTOS;261150
5702593;UNIDADE DE SAUDE DA FAMILIA ULISSES SOROCABA;355220
5702755;LAR DO IDOSO;316210
5702895;UBS AURELIO GOMES;270100
5703077;UNIDADE BASICA DE SAUDE PARQUE GUARUS;330100
5703565;UNIDADE DE SAUDE DA FAMILIA LINEU AURELIO SALGADO;410490
5704847;PSF I SAO CAMILO;315290
5704979;UBS X;352050
5706033;UBSF IEDA MARIA DA SILVA BATISTA;320120
5706823;PSF UNIDADE II ITIRAPUA IVO FALEIROS;352370
5707447;UNIDADE BASICA DE SAUDE AGUA AMARELA;210203
5707846;ESF CRUZEIRO UBS DOUTOR FRANCISCO DE SOUZA;311050
5708184;UBS CENTRO;240145
5708192;UNIDADE DE SAUDE DA FAMILIA HORIZONTINA DIAS NASCIMENTO;150805
5708222;USF DRA ANA MARIA CAMINHA MACIEL SILVA;260640
5708354;UNIDADE DE SAUDE DA FAMILIA BOA VISTA;260810
5708362;UNIDADE DE SAUDE DA FAMILIA FREI DAMIAO;260810
5708370;UBS JARDIM NEOPOLES;260400
5708400;ESF CRISTO REI;410840
5708737;PSF CIDADE ALTA II;110028
5709008;ESTRATEGIA DA SAUDE DA FAMILIA 02 VILA PROFILURB;431530
5709016;ESTRATEGIA DA SAUDE DA FAMILIA 03 VILA KENNEDY;431530
5709105;UNIDADE BASICA DE SAUDE IVAN CARLOTINO ALVES JUNIOR;150080
5709512;UMS MENONITAS;410690
5709520;USF ROUXINOL;150240
5709652;CENTRO DE SAUDE OZIMA BATISTA BEZERRA VIEIRA;210043
5709768;PSF RURAL II;510550
5710073;UNIDADE DE SAUDE DA FAMILIA DA SEDE DE SERRA PRETA;293040
5710111;UNIDADE DE SAUDE DA FAMILIA NESTOR SOARES DE VASCONCELOS;120020
5710367;UBS VALTER GATTI;353740
5711037;U S F NOELIA LAPINHA;291270
5711045;U S F NELSON PINHEIRO;291270
5711207;UNIDADE MATRICIAL DE SAUDE GEORGE CHIREE JARDIM;317010
5711630;USF DA ROCINHA II;291080
5711606;USF DO SAO CRISTOVAO;291080
5711649;USF DA ROCINHA I;291080
5712114;USFC UNIVALI;420820
5713048;UBS PREVENIR E VIVER;310490
5713471;CENTRO DE SAUDE MARIA DA SILVA SALES;210095
5713498;CENTRO DE SAUDE JOAO PAULO II;210095
5713501;CENTRO DE SAUDE VALDENOR PEREIRA DOS SANTOS;210095
5713536;UBS NELSINA GUILHERMMINA;316790
5714028;PSF PLANALTO MARAU;431180
5714265;UNIDADE DE SAUDE DA FAMILIA DE ARAUJOS PSF II;310390
5714427;UBS DR FAIR JOSE DE SOUZA PITANGUEIRAS;353950
5714451;PENITENCIARIA REGIONAL JOAO BOSCO CARNEIRO;250630
5714532;UNIDADE DE SAUDE DA FAMILIA DO BAIRRO NOVO;150410
5714796;ESF REDENCAO;260680
5714974;UNIDADE DE SAUDE DA FAMILIA DE SANTA RITA;292640
5715172;UBS VILA ANNES PMPF;431410
5717558;USF BALBINA PEREIRA DA SILVA SAO JUDAS TADEU;290980
5718147;USF PEDRO BERNARDINO SANTOS;291760
5719429;UNIDADE BASICA DE SAUDE DA FAMILIA JOAQUIM ALVES BERNARDES;500600
5719623;UBS SAO GERALDO;316250
5720141;USF BULTRINS MONTE I E II;260960
5720389;UNID SAUDE FAM SANTA RITA;430650
5720486;MODULADA DE PESQUEIRO 1;431240
5720494;ESF DR ANTONIO CLARET SAMPAIO;351840
5720508;UNIDADE BASICA DE SAUDE WASHINGTON BROSE;430350
5720591;3 POSTO SAUDE DA FAMILIA VILA AMERICANA;350520
3165841;UNIDADE DE SAUDE DA FAMILIA FRANCISCO ALVES DE SOUZA;290115
5722381;UBS PHILIPE WECKWERTH;410140
5722829;UBS HORACIO BRASIL VILA CEARENSE;211230
5722977;ESF DOS BRAS;313090
5723035;PRESIDIO PADRAO DE SANTA RITA;251370
5723841;UBS DRA NELMA EUFRIDA TESSARI FERREIRA LEME;352670
5724015;USF EDIVAL CARLOS BARRETTO;292860
5724228;CARMEM DE SOUZA LIMA;312060
5724465;PSF DELICIA;330022
5724473;UBS FORMOSA;210850
5724538;UBS NOSSA SENHORA DE FATIMA;314480
5726204;POSTO DE SAUDE CRISTINO JOSE LIMEIRA;210280
5726212;POSTO DE SAUDE ESTEVAO PRADO ARAUJO;210280
5726220;POSTO DE SAUDE IRAMAR RODRIGUES COIMBRA;210280
5726956;USF VILA TRES;330490
5728193;ESTRATEGIA DE SAUDE DA FAMILIA DR JOAO RISK;520450
5728207;ESTRATEGICA DE SAUDE DA FAMILIA PARQUE REAL;520450
5728878;UNIDADE BASICA DE SAUDE NOVA VITORIA;210005
5728762;CLINICA PRODENTS;240810
5728932;UNIDADE BASICA DE SAUDE MACAUBA;210005
5729009;UNIDADE BASICA DE SAUDE MERLY NUNES DA COSTA COELHO;210005
5729122;ESTRATEGIA DE SAUDE DA FAMILIA SETOR NORTE II;150270
5729238;PSF ANA TEIXEIRA;521100
5729246;PSF CECILIA TEIXEIRA NETO;521100
5729475;UNIDADE BASICA DE SAUDE JOAO GARCIA VILLAR;410250
5729483;UNIDADE DE SAUDE DA FAMILIA DE ORIZONA EQUIPE VI;521530
5730171;RESIDENCIA TERAPEUTICA DE COREMAS;250480
5731267;UBS SAO BENEDITO;210360
5731143;AMA UBS VILA IMPERIO;355030
5731631;UBS CARNEIRO LEAO;260400
5731658;POSTO DE SAUDE NOSSA SENHORA APARECIDA;260400
5731666;UBS SAO JOSE;260400
5731763;ESF MONSENHOR ALFREDO DOHR DE LAGOA DA PRATA;313720
5731771;ESF BAIRRO AMERICO SILVA I DE LAGOA DA PRATA;313720
5731925;UNIDADE DE ESF THIAGO GODOY;150840
5731933;UNIDADE DE SAUDE DA FAMILIA TARCISIO BARINI;351740
5731968;UNIDADE DE SAUDE DA FAMILIA JOAO BOSCO LELLIS;351740
5733022;UBS PSF DR CELESTINO DONATO;354390
5735017;ESF BELVEDERE DRA VALERIA MARIA MACEDO IUNES;330030
5735114;ESF CALIFORNIA MODULO II JULIA GUIMARAES DE CARVALHO;330030
5735157;SERVICO PRONTO ATENDIMENTO ODONTOLOGICO;330030
5738393;CLINICA DO IDOSO;330240
5739241;PSF TRES COCOS;261530
5739276;PSF DO CONJUNTO ISMAEL VASCONCELOS;261530
5739373;UNIDADE DE SAUDE DA FAMILIA PARQUE SANTA CRUZ JARDIM MARILIA;510675
5739853;CENTRO DE SAUDE ANTONIO ALMINO SOBRINHO;230130
5740576;UBSF VILA SAO JOSE SAO GERALDO;260120
5740770;UNIDADE BASICA DE SAUDE NOVA QUERENCIA;510706
5743583;UBS CIDADE IPAVA;355030
5744210;ESFSB JUAZEIRO;150650
5743826;REDE FEMININA DE COMBATE AO CANCER DE SAO BENTO DO SUL;421580
641340;CENTRO ATENDIMENTO AO COVID 19 DE BURITI;210220
768413;MASTER CLIN;292740
5753198;UBS JARDIM DAS PAINEIRAS;270030
5755573;PSF IRMAOS BERNARDI RIB BONITO;354290
5755174;USF DE RETIRO;210667
5756340;USF FIRMINO CARMO;292595
5757622;ESF VALE DAS CACHOEIRAS;351360
5758181;USF ROSITA ZIMMER;421320
5760437;PSF JOSE FERREIRA RESENDE;315060
5762200;UNIDADE DE SAUDE DA FAMILIA II REALEZA;412140
5762979;UNIDADE DE SAUDE ANFRISIO LOBAO;221110
5472024;UBS DO RESIDENCIAL PRIMAVERA;210740
5765978;UBS JOAO BORBA MIL REIS;211230
5765986;UBS DR ANALICIO PEREIRA DE BRITO CIGANA;211230
5765994;UBS MARIA ALEXANDRINA DA CONCEICAO ARROZ;211230
5766575;USF ALBA DE SOUZA LIMA;292170
5766583;USF PEDRA GRANDE;292170
5767776;ESF OSCALINA NANTES;500790
5767970;UBS ALBERT SABIN;110028
5769175;PSF COHAB II;315180
5770572;CENTRO DE SAUDE SAO FRANCISCO DE ITATIAIUCU;313370
5771587;UAPSF PSF I;411400
5773989;AMBULATORIO DE PRONTO ATEND DR SOLON F DE OLIVEIRA ARARAS;350330
5772613;UNIDADE DE SAUDE DA FAMILIA EUCLIDES INACIO DA SILVA;320400
5775191;UNIDADE DE SAUDE DA FAMILIA CENTRO;510480
5775396;UAPSF DE MOREIRA SALES;411610
5776279;PSF DR FLAVIO ULH SOARES;316960
5776546;PSF DR JOSE CARLOS RODRIGUES DA SILVA;316960
5776759;UBS DR DOMINGOS OSCAR B PALAZZO;520430
5776503;UNIDADE DE SAUDE DA FAMILIA DO NOVO ANGICAL;290140
5776708;PSF ZONA RURAL;316180
5777305;UNIDADE DE SAUDE IPE;411580
5776929;PSF I COHAB III JACI;352450
5777593;UNIDADE DE SAUDE DA FAMILIA DA LIMEIRA;293150
5779022;ESF DE IRIRITIMIRIM;320030
5784689;UBS PSF MARGARIDA POLAK LARA DE SANTA GERTRUDES;354670
5791200;UBS CENTRO I;240360
5791790;UNIDADE DE SAUDE DA FAMILIA VILAGE DO SOL;110004
5792452;UNIDADE BASICA DE SAUDE DE MORADA NOVA;210193
5792703;U S F LINDALVA RAMOS;150120
5792843;UBS IGNACIO FERREIRA DE SOUZA CALABACO;230030
5792916;UNIDADE BASICA DE SAUDE DA LAGOA NOVA;211070
5792932;UNIDADE BASICA DE SAUDE DA LAGOINHA;211070
5793068;UNIDADE BASICA SAUDE DA FAMILIA JARDIM DAS ROSEIRAS;313010
5794242;UNIDADE BASICA DE SAUDE SEBASTIAO ROCHA FILHO;292340
5794269;UNIDADE BASICA DE SAUDE ZILDA MARIA DA CRUZ MALHEIROS;292340
5794285;UNIDADE BASICA DE SAUDE EDINON FLORES;292340
5794064;PSF IV SANTO ANTONIO DO CRUZEIRO;314460
5794803;ESF TABOADO;330080
5799015;UBS FRANCISCANOS II;230730
5800242;PSF IV RODOLFO VICENTE DE PAULA;313290
5801818;UBS SANTO ANTONIO II;260400
5804213;UNIDADE BASICA DE SAUDE DELFINA BORGES DA SILVEIRA;521990
5804604;UNIDADE BASICA DE SAUDE PREF ANTONIO FRANCISCO DE MELO;310790
5808324;UBS GUAJARA I;150080
5808804;ESF VALE DAS ANDORINHAS;521523
5809274;COMPLEXO PENITENCIARIO DOUTOR PIO CANEDO;314710
5809347;UBS GUAJARA II;150080
5519152;UNIDADE BASICA DE SAUDE BOA VISTA;316070
5810191;USF NEMESIO LUIZ DOS SANTOS;260510
5810795;MELHOR EM CASA TEOTONIO VILELA;270915
5811031;PSF RURAL MARAU;431180
5812836;USF DR GERALDO PAULIN;352290
5812399;UNIDADE DE SAUDE DA FAMILIA DIMAS EDUARDO CARNEIRO VOLPATO;353890
5812844;PSF TUNIQUINHO GRIMALDI;352290
5812879;USF MARIA VIEIRA DE SOUZA DONA LICOTA;260880
5814200;UNIDADE DE SAUDE DA FAMILIA DO PARQUE ESTRELA;330250
5814863;ESF SANTA RITA;315170
5815991;MATEUS LEME CENTRO DE SAUDE SANTA BARBARA;314070
5816203;USF SITIO DAS QUEIMADAS;260790
5816211;USF PACHECO;260790
5816297;UBS LUIS HENRIQUE BEZERRA;230090
5816815;UNIDADE DE SAUDE DA FAMILIA DA RUA DA GUIA;330250
5816890;USF CRUZEIRO;355240
5819393;CENTRO DE SAUDE FREI DAMIAO;421190
5821592;POSTO DE SAUDE DO SITIO MATA;230190
5827760;E S F SAO SEBASTIAO;330260
5828341;PSF SAGRADA FAMILIA;410720
5828694;PSF VILA SANTA CATARINA;421640
5829615;UNIDADE SAUDE DA FAMILIA URBANO II;270260
5830397;UBS SANTO ANTONIO DE PADUA;421870
5830400;UBS SAO MARTINHO II;421870
5830419;UNIDADE DE SAUDE VILA SALETE;420550
5830206;UNIDADE BASICA DE SAUDE MARIO DA COSTA GUEDES;315700
5831040;PS TORROES;220940
5831393;UBS CRISTO REDENTOR;150080
5831407;UBS PARQUE LAGUNA;150080
5831113;USF DA SEDE 2;291720
5831997;USF DR AURELINO ALVES BARRETO QUEIMADA DO MENDES;290300
5831806;ESTRATEGIA SAUDE DA FAMILIA DE PONTE DE MATEUS;292890
5832020;UNIDADE DE SAUDE DA FAMILIA MAE PRETA;292560
5833205;ESTRATEGIA DE SAUDE DA FAMILIA DA VOLTA DO UMBIGO;330245
5832993;POSTO DE SAUDE DR CANUTO AZEVEDO;150490
5833590;UNIDADE BASICA DE SAUDE DE ARATICUM;231340
5833612;ESF UNIDOS PELA SAUDE;430120
5833655;PRESIDIO SERROTAO UNIDADE MEDICA;250400
5833604;ESF SAUDE PARA TODOS;430120
5836794;UNIDADE DE SAUDE DA FAMILIA LAGOA DA ANGELICA;270235
5838797;USF MIGUEL ARRAES DE ALENCAR;260320
9784888;U B S LUCILIO MOSSO;353200
5841364;CENTRO ODONTOLOGICO DE SEGREDO;432026
5841410;USF VALTER DE FIGUEREDO;292860
5843405;UBS ESF P LINO ZANGARELE P CHEDIACK SAO JM DA BARRA;354940
5844649;ESPERANCA;280480
5846218;USF RUA DO SOL;292400
5846978;UNIDADE BASICA SAUDE DR CYRO GOMES;317160
5847443;UBS VILA MIRAVAL DOMINGOS MADERICK;350900
5847451;UBS JARDIM MARCELINO MARIA RAMOS;350900
5847761;CENTRO DE FISIOTERAPIA THIAGO NOGUEIRA GOMES;270830
5848822;UNIDADE DE SAUDE DA FAMILIA LEANDRO SILVA DE SOUSA;292510
5850606;PMPBA UBS PEDRA BRANCA DO AMAPARI;160015
5851327;U A PSF;410755
4070240;UNIDADE BASICA DE SAUDE DO MARILANDIA;150660
5851564;PSF CENTRAL;311750
5852110;UNIDADE BASICA DE SAUDE ANNA ALAIDE PEREIRA BETTIOL;421900
5852269;PSF MARANHAO;311800
5852285;PSF IDEAL;311800
5852633;UBS ESF 21 JOAO PAULO II;500370
5853419;CENTRO DE REFERENCIA EM SAUDE DA FAMILIA MARIA MARQUES;251080
5853842;UBS BONFIM;291075
5853826;USF BELA VISTA;352530
5853915;UAPS CARLOS NASCIMENTO;411190
5854040;USF CAMPINAS DE CASTRO;290780
5853877;UBS DE VILA NOVA;320455
5854709;UNIDADE SAUDE DA FAMILIA II JOAQUIM PEREIRA DA VITORIA;522068
5854830;USF FOLGA;292720
5855187;ESF VARGEM GRANDE;310860
5855764;ESF CORINA CAMPOS SILVA;355440
5855985;EMULTI POCONE;510650
5856035;CENTRO DE ATENCAO E SAUDE A MULHER;353670
5856450;US LORECI S PEREIRA;150619
5127181;USF JARDIM SILVESTRE;350190
5856620;UBS VILA NOVA APARECIDA;353060
5856736;ESTRATEGIA DE SAUDE DA FAMILIA PRAIA DO ANIL;330010
5856892;ESF CENTRAL;310860
5856728;ESTRATEGIA DE SAUDE DA FAMILIA MORRO DA CARIOCA;330010
5857007;ESF 8 JOAO CARLOS MATTOS DE PAULA;290340
5857058;USF CRISTO REDENTOR ANDRE LUIZ;314800
